,Date_heure,nb_ae,nb_ae_rep,nb_ae_tr90,dmr,dmt,TR90,Year,Mois,Semaine,Year_Sem,Date,jsem,creneau,BTS,cs_ae_tr,cs_ae_rep,cs_tr90
2286,2021-12-27 15:00:00,13,13,13,12,292,100,2021,12,52,2021_52,2021-12-27,Lundi,15:00,False,215,225,95.6
2287,2021-12-27 15:30:00,21,19,17,32,263,89,2021,12,52,2021_52,2021-12-27,Lundi,15:30,False,232,244,95.1
2288,2021-12-27 16:00:00,18,18,18,23,318,100,2021,12,52,2021_52,2021-12-27,Lundi,16:00,False,250,262,95.4
2289,2021-12-27 16:30:00,16,16,15,27,288,93,2021,12,52,2021_52,2021-12-27,Lundi,16:30,False,265,278,95.3
2290,2021-12-27 17:00:00,13,13,8,110,282,61,2021,12,52,2021_52,2021-12-27,Lundi,17:00,False,273,291,93.8
2291,2021-12-27 17:30:00,14,14,9,81,228,64,2021,12,52,2021_52,2021-12-27,Lundi,17:30,False,282,305,92.5
2292,2021-12-27 18:00:00,17,17,5,256,392,29,2021,12,52,2021_52,2021-12-27,Lundi,18:00,False,287,322,89.1
2293,2021-12-27 18:30:00,26,26,2,338,331,7,2021,12,52,2021_52,2021-12-27,Lundi,18:30,False,289,348,83.0
2294,2021-12-27 19:00:00,13,13,3,242,342,23,2021,12,52,2021_52,2021-12-27,Lundi,19:00,False,292,361,80.9
2295,2021-12-28 08:00:00,7,7,7,9,222,100,2021,12,52,2021_52,2021-12-28,Mardi,08:00,False,7,7,100.0
2296,2021-12-28 08:30:00,19,19,19,8,271,100,2021,12,52,2021_52,2021-12-28,Mardi,08:30,False,26,26,100.0
2297,2021-12-28 09:00:00,30,30,28,22,258,93,2021,12,52,2021_52,2021-12-28,Mardi,09:00,False,54,56,96.4
2298,2021-12-28 09:30:00,33,33,33,10,292,100,2021,12,52,2021_52,2021-12-28,Mardi,09:30,False,87,89,97.8
2299,2021-12-28 10:00:00,32,31,31,9,261,100,2021,12,52,2021_52,2021-12-28,Mardi,10:00,False,118,120,98.3
2300,2021-12-28 10:30:00,29,29,29,11,282,100,2021,12,52,2021_52,2021-12-28,Mardi,10:30,False,147,149,98.7
2301,2021-12-28 11:00:00,41,41,41,12,317,100,2021,12,52,2021_52,2021-12-28,Mardi,11:00,False,188,190,98.9
2302,2021-12-28 11:30:00,31,31,30,16,337,96,2021,12,52,2021_52,2021-12-28,Mardi,11:30,False,218,221,98.6
2303,2021-12-28 12:00:00,32,32,20,62,305,62,2021,12,52,2021_52,2021-12-28,Mardi,12:00,False,238,253,94.1
2304,2021-12-28 12:30:00,28,28,26,26,369,92,2021,12,52,2021_52,2021-12-28,Mardi,12:30,False,264,281,94.0
2305,2021-12-28 13:00:00,33,33,25,53,278,75,2021,12,52,2021_52,2021-12-28,Mardi,13:00,False,289,314,92.0
2306,2021-12-28 13:30:00,36,36,25,68,286,69,2021,12,52,2021_52,2021-12-28,Mardi,13:30,False,314,350,89.7
2307,2021-12-28 14:00:00,27,26,5,175,594,19,2021,12,52,2021_52,2021-12-28,Mardi,14:00,False,319,376,84.8
2308,2021-12-28 14:30:00,18,17,3,183,709,17,2021,12,52,2021_52,2021-12-28,Mardi,14:30,False,322,393,81.9
2309,2021-12-28 15:00:00,27,27,21,45,277,77,2021,12,52,2021_52,2021-12-28,Mardi,15:00,False,343,420,81.7
2310,2021-12-28 15:30:00,37,37,17,98,279,45,2021,12,52,2021_52,2021-12-28,Mardi,15:30,False,360,457,78.8
2311,2021-12-28 16:00:00,38,37,18,92,348,48,2021,12,52,2021_52,2021-12-28,Mardi,16:00,False,378,494,76.5
2312,2021-12-28 16:30:00,39,39,33,53,310,84,2021,12,52,2021_52,2021-12-28,Mardi,16:30,False,411,533,77.1
2313,2021-12-28 17:00:00,31,31,18,88,282,58,2021,12,52,2021_52,2021-12-28,Mardi,17:00,False,429,564,76.1
2314,2021-12-28 17:30:00,29,28,9,131,279,32,2021,12,52,2021_52,2021-12-28,Mardi,17:30,False,438,592,74.0
2315,2021-12-28 18:00:00,31,30,30,16,336,100,2021,12,52,2021_52,2021-12-28,Mardi,18:00,False,468,622,75.2
2316,2021-12-28 18:30:00,32,32,26,42,305,81,2021,12,52,2021_52,2021-12-28,Mardi,18:30,False,494,654,75.5
2317,2021-12-28 19:00:00,14,14,2,158,360,14,2021,12,52,2021_52,2021-12-28,Mardi,19:00,False,496,668,74.3
2318,2021-12-28 19:30:00,12,11,3,161,237,27,2021,12,52,2021_52,2021-12-28,Mardi,19:30,False,499,679,73.5
2319,2021-12-29 08:00:00,3,3,3,8,293,100,2021,12,52,2021_52,2021-12-29,Mercredi,08:00,False,3,3,100.0
2320,2021-12-29 08:30:00,28,28,27,24,330,96,2021,12,52,2021_52,2021-12-29,Mercredi,08:30,False,30,31,96.8
