,Date_heure,nb_ae,nb_ae_rep,nb_ae_tr90,dmr,dmt,TR90,Year,Mois,Semaine,Year_Sem,Date,jsem,creneau,BTS,cs_ae_tr,cs_ae_rep,cs_tr90
21,2021-09-01 18:30:00,21,20,17,44,369,85,2021,9,35,2021_35,2021-09-01,Mercredi,18:30,True,771,1014,76.0
22,2021-09-01 19:00:00,8,8,7,36,582,87,2021,9,35,2021_35,2021-09-01,Mercredi,19:00,True,778,1022,76.1
23,2021-09-01 19:30:00,5,5,5,15,191,100,2021,9,35,2021_35,2021-09-01,Mercredi,19:30,True,783,1027,76.2
24,2021-09-02 08:00:00,60,60,33,88,270,55,2021,9,35,2021_35,2021-09-02,Jeudi,08:00,True,33,60,55.0
25,2021-09-02 09:00:00,58,58,7,184,361,12,2021,9,35,2021_35,2021-09-02,Jeudi,09:00,True,40,118,33.9
26,2021-09-02 09:30:00,52,52,16,193,374,30,2021,9,35,2021_35,2021-09-02,Jeudi,09:30,True,56,170,32.9
27,2021-09-02 10:00:00,61,61,47,59,383,77,2021,9,35,2021_35,2021-09-02,Jeudi,10:00,True,103,231,44.6
28,2021-09-02 10:30:00,47,47,45,29,458,95,2021,9,35,2021_35,2021-09-02,Jeudi,10:30,True,148,278,53.2
29,2021-09-02 11:00:00,43,43,35,51,497,81,2021,9,35,2021_35,2021-09-02,Jeudi,11:00,True,183,321,57.0
30,2021-09-02 11:30:00,44,43,43,19,434,100,2021,9,35,2021_35,2021-09-02,Jeudi,11:30,True,226,364,62.1
31,2021-09-02 12:00:00,47,46,46,21,379,100,2021,9,35,2021_35,2021-09-02,Jeudi,12:00,True,272,410,66.3
32,2021-09-02 12:30:00,40,40,23,76,446,57,2021,9,35,2021_35,2021-09-02,Jeudi,12:30,True,295,450,65.6
33,2021-09-02 13:00:00,36,34,3,198,481,8,2021,9,35,2021_35,2021-09-02,Jeudi,13:00,True,298,484,61.6
34,2021-09-02 13:30:00,30,30,25,42,442,83,2021,9,35,2021_35,2021-09-02,Jeudi,13:30,True,323,514,62.8
35,2021-09-02 14:00:00,56,55,46,48,401,83,2021,9,35,2021_35,2021-09-02,Jeudi,14:00,True,369,569,64.9
36,2021-09-02 14:30:00,58,58,58,19,368,100,2021,9,35,2021_35,2021-09-02,Jeudi,14:30,True,427,627,68.1
